ticker,name,aliases
UTLINDS,UTL Industries Limited,UTL Industries Ltd
UNIFLEX,Uniflex Cables Ltd.,Uniflex Cables Ltd
UNIPLAS,Uniplas India Ltd.,Uniplas India Ltd
UNIENTER,Uniphos Enterprises Limited.,Uniphos Enterprises Ltd
UNITEDWESTB,United Western Bank Ltd,United Western Bank Ltd
USHAINDIA,Usha (India) Limited,Usha India Ltd
USHAISPAT,Usha Ispat Limited,Usha Ispat Ltd
UTIGN,Grandmaster - 93  - open ended.not. 45507/00 30.3.00,UTIGN
MSTGN,Mastergain - 92  open ended not.45507/2000-30/3/00,MSTGN
UMISPST,Umi Special Steel Ltd,Umi Special Steel Ltd
UTI2000-B,UGS - 2000 open ended not.58909/2000,Unit Growth Scheme 2000
UTI5000-B,UGS - 5000  open ended not.45507/2000 dt.30/3/00,Unit Growth Scheme 5000
VAJRABE,Vajra Bearings Ltd.,Vajra Bearings Ltd
VHL,Vardhman Holdings Limited,Vardhman Holdings Ltd
HINDALCO,Hindalco Industries Ltd.,Hindalco Industries Ltd
VIRALFL-BDM,Viral Filaments Ltd,Viral Filaments Ltd
WARTSILA,Wartsila India Ltd.,Wartsila India Ltd
WSTCSTPAPR,West Coast Paper Mills Limited,West Coast Paper Mills Ltd
INDAL,Indian Aluminium Co. Ltd.,Indian Aluminium Company Ltd
CAROL,Carol Info Services Ltd.,Carol Info Services Ltd
YOGIPHA,Yogi Pharmacy Ltd.,Yogi Pharmacy Ltd
HINDC,Hindustan Development Corpn. Ltd.,Hindusthan Development Corporation Ltd
HOCL,Hindustan Organic Chemicals Ltd.,Hindustan Organic Chemicals Ltd
MPILCORPL,MPIL CORPORATION LIMITED,MPIL Corporation Ltd
MDRNSUT-B,Modern Denim Limited,Modern Denim Ltd
NEPCAGRO,NEPC-Agro Foods Ltd.,NEPC Agro Foods Ltd
PAAMPHR-B,"Paam Pharmaceuticals (Delhi) Ltd.,",Paam Pharmaceuticals Ltd
PASUPTAC,Pasupati Acrylon Ltd.,Pasupati Acrylon Ltd
PNTASOL-B,Pentafour Solec Technology Ltd,Pentafour Solec Technology Ltd
TEAM24,TEAM24 CONSUMER PRODUCTS LIMITED,Team24 Consumer Products Ltd
PGHH,Procter & Gamble Hygiene & Health Care Ltd.,Procter & Gamble Hygiene and Health Care Ltd
MUKANDLTD,Mukand Ltd.,Mukand Ltd
SIV,SIV Industries Limited,SIV Industries Ltd
BBOX,BLACK BOX LIMITED,Black Box Ltd
UCAL,UCAL LIMITED,Ucal  Ltd
VARUNSHIP,Varun Shipping Co. Ltd.,Varun Shipping Company Ltd
STERHFN,Sterling Holiday Financial Services,Sterling Holiday Financial Services Ltd
HARRMALAYA,Harrisons Malayalam Ltd.,Harrisons Malayalam Ltd
WESTPAQ-B,"Western Paques (India) Ltd.,",Western Paques India Ltd
FEDERALBNK,Federal Bank Ltd.,Federal Bank Ltd
TATASTEEL,TATA STEEL LIMITED,Tata Steel Ltd
SKFINDIA,SKF India Ltd.,SKF India Ltd
ASHOKLEY,Ashok Leyland Ltd.,Ashok Leyland Ltd
CUMMINSIND,Cummins India Ltd.,Cummins India Ltd
TATACOMM,Tata Communications Limited,Tata Communications Ltd
ABBOTINDIA,Abbott India Ltd.,Abbott India Ltd
BAJAJHLDNG,Bajaj Holdings & Investment Limited,Bajaj Holdings & Investment Ltd
BHARATFORG,Bharat Forge Ltd,Bharat Forge Ltd
ESCORTS,Escorts Kubota Limited,Escorts Kubota Ltd
HINDMOTORS,Hindustan Motors Ltd.,Hindustan Motors Ltd
LT,Larsen & Toubro Limited,Larsen & Toubro Ltd
M&M,Mahindra & Mahindra Ltd.,Mahindra & Mahindra Ltd
BOSCHLTD,Bosch Ltd,Bosch Ltd
PREMIER,Premier Limited,Premier Ltd
BPCL,Bharat Petroleum Corpn. Ltd.,Bharat Petroleum Corporation Ltd
SIEMENS,Siemens Ltd.,Siemens Ltd
PEICO,"Philips India Limited.,",Philips India Ltd
TMPV,TATA MOTORS PASSENGER VEHICLES LIMITED,Tata Motors Passenger Vehicles Ltd
VOLTAS,Voltas Ltd.,Voltas Ltd
GESHIP,Great Eastern Shipping Co. Ltd.,Great Eastern Shipping Company Ltd
ESSARSTEEL,Essar Steel Ltd,Essar Steel Ltd
ESSARPORTS,Essar Ports Ltd,Essar Ports Ltd
DEEPAKFERT,Deepak Fertilizers &Petrochemicals,Deepak Fertilisers & Petrochemicals Corporation Ltd
SMIPHDM,Smithkline Beecham Pharmaceuticals,Smithkline Beecham Pharmaceuticals (India) Ltd
EXCELINDUS,Excell Industries Ltd.,Excel Industries Ltd
GRWRHITECH,GARWARE HI-TECH FILMS LIMITED,Garware Hi-Tech Films Ltd
GLAXO,GlaxoSmithkline Pharmaceuticals Ltd.,GlaxoSmithKline Pharmaceuticals Ltd
GNFC,Gujarat Narmada Valley Fert.Co.Ltd,Gujarat Narmada Valley Fertilizers & Chemicals Ltd
NOVARTIND,Novartis India Limited.,Novartis India Ltd
SANOFI,Sanofi India Ltd,Sanofi India Ltd
GSKCONS,GlaxoSmithkline Consumer Healthcare Ltd.,GlaxoSmithkline Consumer Healthcare Ltd
PARKD,Parke Davis (India) Ltd.,Parke-Davis (India) Ltd
PFIZER,Pfizer Ltd.,Pfizer Ltd
GSFC,Gujarat State Fertilizers & Chem.Ltd,Gujarat State Fertilizers & Chemicals Ltd
HINDUNILVR,Hindustan Unilever Ltd.,Hindustan Unilever Ltd
AKZOINDIA,Akzo Nobel India Limited,Akzo Nobel India Ltd
FUTURAPOLY,Futura Polyesters Ltd.,Futura Polyesters Ltd
IGLCRDM,Indo Gulf Corporation Ltd,Indo Gulf Corporation Ltd
NOCIL,NOCIL Ltd,NOCIL Ltd
RCKBEDM,Reckitt Benckiser (India) Ltd.,Reckitt Benckiser (India) Ltd
TATACHEM,Tata Chemicals Ltd,Tata Chemicals Ltd
TNPETRO,Tamilnadu Petroproducts Ltd,Tamilnadu Petroproducts Ltd
ZUARIIND,Zuari Industries Limited,Zuari Industries Ltd
NESTLEIND,Nestle India Ltd.,Nestle India Ltd
CADBRDM,Cadbury India Ltd.,Cadbury India Ltd
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Tata Consumer Products Ltd
ASIANPAINT,Asian Paints Ltd.,Asian Paints Ltd
BRITANNIA,Britannia Industries Ltd.,Britannia Industries Ltd
COLPAL,Colgate-Palmolive (India) Ltd.,Colgate Palmolive (India) Ltd
EIHOTEL,EIH Ltd,EIH Ltd
INDHOTEL,Indian Hotels Co. Ltd,Indian Hotels Company Ltd
CASTROLIND,Castrol India Ltd,Castrol India Ltd
KOCHIREF,Kochi Refineries Ltd,Kochi Refineries Ltd
ITC,ITC Ltd,ITC Ltd
APOLLOTYRE,Apollo Tyres Ltd,Apollo Tyres Ltd
CEATLTD,Ceat Ltd.,Ceat Ltd
JAIPRAKASH,Jai Prakash Industries Ltd.,Jaiprakash Industries Ltd
MODIRUBBER,Modi Rubber Ltd.,Modi Rubber Ltd
STERLITEIND,Sterlite Industries (India) Ltd,Sterlite Industries (India) Ltd
FINPIPE,Finolex Industries Ltd.,Finolex Industries Ltd
VALUEIND,Value Industries Limited,Value Industries Ltd
VIDEOCONINT,Videocon International Ltd.,Videocon International Ltd
WIMCO,Wimco Ltd.,Wimco Ltd
SBIMG90-B,SBI Magnum Multiplier Scheme 1990,SBIMG90-B
MSTRSDM,Mastershares - 86,Mastershare
SBBJ,State Bank of Bikaner & Jaipur,State Bank of Bikaner and Jaipur
SUNRINV,Sunrise Industrial Traders Ltd.,Sunrise Industrial Traders Ltd
ZGOLDINV,Gold Rock Investments Ltd.,Gold Rock Investments Ltd
ZMIPCOIN,"Mipco Investments Ltd.,",Mipco Investments Ltd
ZOCEAINV,"Oceanic Investments Ltd.,",Oceanic Investments Ltd
PEOPLIN,Peoples Investments Ltd.,Peoples Investments Ltd
ZBHAVIIN,Bhavi Investments Ltd.,Bhavi Investments Ltd
DSINVEST,Dalal Street Investments Ltd.,Dalal Street Investments Ltd
CENTRUM,Centrum Capital Limited,Centrum Capital Ltd
KARTKIN,Kartik Investments Trust Ltd.,Kartik Investments Trust Ltd
ROSEI,Rose Investments Ltd.,Rose Investments Ltd
ESSRINV,Essar Investments Ltd.,Essar Investments Ltd
ZSURYODI,Suryodaya Investment & Trading Co.,Suryodaya Investment & Trading Company Ltd
OSCAR,Oscar Investments Ltd.,Oscar Investments Ltd
MAESTROM,Maestros Mediline Systems Ltd.,Maestros Mediline Systems Ltd
BIDL,Bhagyodaya Infrastructure Development Ltd,Bhagyodaya Infrastructure Development Ltd
TCIFINANCE,TCI Finance Limited,TCI Finance Ltd
SAGARIN,"Sagar Investments Ltd.,",Sagar Investments Ltd
LORDSMARK,LORDS MARK INDIA LIMITED,Lords Mark India Ltd
SHRERAN,Shree Rani Sati Investments & Fin.L,Shree Rani Sati Investment & Finance Ltd
ANTARIKSH,ANTARIKSH INDUSTRIES LIMITED,Antariksh Industries Ltd
IITL,Industrial Investment Trust Ltd.,Industrial Investment Trust Ltd
INDPRUD,Industrial & Prudential Inv. Co. Lt,Industrial & Prudential Investment Company Ltd
TATAINVEST,Tata Investment Corporation Ltd.,Tata Investment Corporation Ltd
JAYBHCR,Jayabharat Credit Ltd.,Jayabharat Credit Ltd
PRISMX,PRISMX GLOBAL VENTURES LIMITED,Prismx Global Ventures Ltd
KILLICK,Killick Nixon Ltd,Killick Nixon Ltd
KIRTIIN,"Kirti Investments Ltd.,",Kirti Investments Ltd
HNDTRAN,Hindustan Transmission Products Ltd,Hindustan Transmission Prod Ltd
MOTOGENFIN,Motor & General Finance (M.G.F.) Lt,Motor & General Finance Ltd
RAPIDIN,Rapid Investments Ltd.,Rapid Investments Ltd
ORINTIN,Oriental Industrial Inv.Corpn. Ltd.,Oriental Industrial Investment Corporation Ltd
GUJORGA,Gujarat Organics Ltd,Gujarat Organics Ltd
WALCHPF,Walchand Peoplefirst Limited,Walchand Peoplefirst Ltd
ZURVICHM,Urvi Chemicals & Allied Industries,Urvi Chemicals & Allied Industries Ltd
SHAWWALLACE,Shaw Wallace & Co. Ltd.,Shaw Wallace & Company Ltd
ZSWASTSA,Swastik Safe Deposit & Invest. Ltd.,Swastik Safe Deposit & Investments Ltd
WHBRADY,W.H. Brady & Co. Ltd.,WH Brady & Company Ltd
AKASAGC,Akash Agencies Ltd.,Akash Agencies Ltd
ALERPTR,Alert Petrogas Ltd.,Alert Petrogas Ltd
TECHNVISN,TechNVision Ventures Limited,TechNVision Ventures Ltd
SHAILY,Shaily Engineering Plastics Ltd.,Shaily Engineering Plastics Ltd
BBTC,The Bombay Burmah Trading Corporation Ltd.,The Bombay Burmah Trading Corporation Ltd
BOMBCYC,Bombay Cycle & Motor Agency Ltd.,Bombay Cycle & Motor Agency Ltd
GREAVESCOT,Greaves Cotton Ltd.,Greaves Cotton Ltd
MAFATDY,Mafatlal Dyes & Chemicals Ltd.,Mafatlal Dyes & Chemicals Ltd
BOSTON,Boston Education and Software Technologies ltd,Boston Education & Software Tech. Ltd
MACK,Mack Trading Co. Ltd.,Mack Trading Company Ltd
MALTC,Malabar Trading Co. Ltd.,Malabar Trading Company Ltd
MULLER,Muller & Phipps (India) Ltd.,Muller & Phipps India Ltd
SFTL,SPRINGFORM TECHNOLOGY LIMITED,Springform Technology Ltd
PARDI,Parekh Distributors Ltd.,Parekh Distributors Ltd
UNITMOT,"United Motors India Ltd.,",United Motors India Ltd
SHDHOOT,Shree Dhoot Trading & Agencies Ltd.,Shree Dhoot Trading & Agency Ltd
AMALGAM,Amalgamated Electricity Co. Ltd.,Amalgamated Electricity Company Ltd
ANANDPROJ,Anand Projects Ltd,Anand Projects Ltd
ZANDHVRT,Andhra Valley Power Supply Company,ZANDHVRT
INDIANVSH,India Nivesh Limited,IndiaNivesh Ltd
TPSEC,Torrent Power SEC Limited,Torrent Power SEC Ltd
THAES,Thana Electric Supply Co. Ltd.,Thana Electric Supply Company Ltd
BHARLIN,Bharat Line Limited,Bharat Line Ltd
CENTPROV,Central Provinces Railways Co. Ltd.,Central Provinces Railways Company Ltd
COASTCORP,Coastal Corporation Limited,Coastal Corporation Ltd
CHOWGULSTM,Chowgule Steamships Ltd.,Chowgule Steamships Ltd
GLOBOFFS,Global Offshore Services Ltd,Global Offshore Services Ltd
MACKINN,Mackinnon Mackenzie & Co. Ltd.,Mackinnon Mackenzie & Company Ltd
SCINDIA,Scindia Steam Navigation Co. Ltd.,Scindia Steam Navigation Company Ltd
DHENUBUILD,Dhenu Buildcon Infra Limited,Dhenu Buildcon Infra Ltd
ASIIL,ASI INDUSTRIES LIMITED,ASI Industries Ltd
MEWARMR,"Mewar Marbles Ltd.,",Mewar Marbles Ltd
PANCHCE,Panchmahal Cement  Ltd.,Panchmahal Cement Company Ltd
DHARCEM,Dhar Cement Ltd.,Dhar Cements Ltd
JANPRIY,"Janpriya Cement Ltd.,",Janpriya Cement Ltd
SAGCEM,Sagar Cements Ltd,Sagar Cements Ltd
BAGALKOT,Bagalkot Udyog Limited,Bagalkot Udyog Ltd
HEMACEM,Hemadri Cements Limited,Hemadri Cements Ltd
DECCANCE,Deccan Cements Ltd.,Deccan Cements Ltd
KLYNCEM,Kalyanpur Cement Ltd.,Kalyanpur Cements Ltd
MANGLMCEM,Mangalam Cement Ltd.,Mangalam Cement Ltd
NARMC,"Narmada Cement Co. Ltd.,",Narmada Cement Company Ltd
OCL,OCL India Ltd,OCL India Ltd
NCLIND,NCL Industries Limited,NCL Industries Ltd
SAURASHCEM,Saurashtra Cement Limited,Saurashtra Cement Ltd
SHREDIGCEM,Shree Digvijay Cement Co. Ltd.,Shree Digvijay Cement Company Ltd
ZSOMESCE,Someshwara Cements & Chemicals Ltd.,Someshwara Cements & Chemicals Ltd
BOMBPOT,Bombay Potteries & Tiles Ltd.,Bombay Potteries & Tiles Ltd
BORORENEW,BOROSIL RENEWABLES LIMITED,Borosil Renewables Ltd
XCLGLASS,Excel Glasses Ltd.,Excel Glasses Ltd
IAG,IAG Company Ltd.,IAG Company Ltd
LERTHAI,LERTHAI FINANCE LIMITED,Lerthai Finance Ltd
NEYCERI,Neycer India Ltd.,Neycer India Ltd
ORSIND,Orissa Industries Ltd.,Orissa Industries Ltd
RASSIREF,Raasi Refractories Limited.,Raasi Refractories Ltd
SHVALGL,"Shree Vallabh Glass Works Ltd.,",Shree Vallabh Glass Works Ltd
TRIVENIGQ,Triveni Glass Ltd.,Triveni Glass Ltd
NILACHAL,Nilachal Refractories Ltd.,Nilachal Refractories Ltd
LAXMPOPDM,Lakshmi Porceleans Limited,Lakshmi Porcelains Ltd
ANDHRAPAP,ANDHRA PAPER LIMITED,Andhra Paper Ltd
JOLLNEW,Jolly Boards Ltd.,Jolly Board Ltd
AURANPAP,Aurangabad Paper Mills Ltd.,Aurangabad Paper Mills Ltd
BALKRISIND,Balkrishna Industries Ltd.,Balkrishna Industries Ltd
COAPADM,"Coastal Papers Ltd.,",Coastal Papers Ltd
ELLOPAP,Ellora Paper Mills Ltd.,Ellora Paper Mills Ltd
JYNTPPR-B,Jayant Paper Mills Ltd.,Jayant Paper Mills Ltd
MYSPAPE,Mysore Paper Mills Limited,Mysore Paper Mills Ltd
NATHPULP,Nath Pulp & Paper Mills Ltd.,Nath Pulp & Paper Mills Ltd
ORIENTPPR,Orient Paper & Industries Ltd.,Orient Paper & Industries Ltd
CITADEL,Citadel Realty And Developers Limited,Citadel Realty and Developers Ltd
ROLLT,Rollatainters Ltd.,Rollatainers Ltd
SESHAPAPER,Seshasayee Paper & Boards Ltd.,Seshasayee Paper and Boards Ltd
SHRVINDPPR,Shree Vindhya Paper Mills Ltd.,Shree Vindhya Paper Mills Ltd
SIRPAPER,Sirpur Paper Mills Ltd.,Sirpur Paper Mills Ltd
SOLIDCO,Solid Containers Ltd.,Solid Containers Ltd
SPECIAPP,Speciality Papers Ltd.,Speciality Papers Ltd
CRYSDALE,Crysdale Industries Limited,Crysdale Industries Ltd
DHAMSUGR,Dhampur Sugar (Kashipur) Ltd.,Dhampur Sugar Kashipur Ltd
VIDHAPA,"Vidarbha Paper Mills Ltd.,",Vidarbha Paper Mills Ltd
SHIVAPPR,Shiva Paper Mills Ltd.,Shiva Paper Mills Ltd
SHBHAWPA,Shree Bhawani Paper Mills Ltd.,Shree Bhawani Paper Mills Ltd
PAMWPAP,Pamvi Tissues Ltd.,Pamwi Tissues Ltd
NATHIND,NATH INDUSTRIES LIMITED,Nath Industries Ltd
VAPIENTER,VAPI ENTERPRISE LIMITED,Vapi Enterprise Ltd
KITPLY,Kitply Industries Ltd,Kitply Industries Ltd
ARUNODAY,Arunoday Mills Ltd.,Arunoday Mills Ltd
BANSTEX,"Banswara Textile Mills Ltd.,",Banswara Textile Mills Ltd
BELWSPG,"Belwal Spinning Mills Ltd.,",Belwal Spinning Mills Ltd
SINTEX,Sintex Industries Ltd,Sintex Industries Ltd
BLUBLND-B,Blue Blends (India) Ltd,Blue Blends (India) Ltd
ZCUDDSPG,"Cuddapah spinning Mills Ltd.,",Cuddapah Spinning Mills Ltd
DAWNMILL,"Dawn Mills Co. Ltd.,",Dawn Mills Company Ltd
DCM,DCM Ltd.,DCM Ltd
DRBYTEX-B,"Derby Textiles Ltd.,",Derby Textiles Ltd
ZGAEKWAR,Gaekwar Mills Ltd.,Gaekwar Mills Ltd
GNDHISP,Gandhidham Spg. & Mfg. Co. Limited,Gandhidham Spinning & Manufacturing Company Ltd
FORBESCO,Forbes & Company Ltd,Forbes & Company Ltd
HPCOTTON,H.P. Cotton Textile Mills Ltd.,HP Cotton Textile Mills Ltd
HINDSPG,Hindoostan Spg. & Wvg. Mills Ltd.,Hindoostan Spinning Weaving Mills Ltd
UNITEDINT,United Interactive Limited,United Interactive Ltd
JAMSHRI,JAMSHRI REALTY LIMITED,Jamshri Realty Ltd
KCTXL-B1,K.C. Textiles Ltd.,KC Textiles Ltd
KATRSPG,Katare Spinning Mills Ltd.,Katare Spinning Mills Ltd
KESORAMIND,Kesoram Industries Ltd,Kesoram Industries Ltd
KHATAU,Khatau Makanji Spg. & Wvg. Co. Ltd.,Khatau Makanji Spinning & Weaving Company Ltd
LDTXL,L.D. Textile Industries Ltd.,LD Textile Industries Ltd
LAKSHMIMIL,Lakshmi Mills Company ltd,Lakshmi Mills Company Ltd
VTL,Vardhman Textiles Limted,Vardhman Textiles Ltd
MAHWRML,"Maheshwari Mills Ltd.,",Maheshwari Mills Ltd
MALWACOTT,Malwa Cotton Spg. Mills Ltd.,Malwa Cotton Spinning Mills Ltd
MATUSTX,"Matushree Textiles Ltd.,",Matushree Textiles Ltd
MODERN,Modern India Ltd.,Modern India Ltd
PENINLAND,Peninsula Land Limited,Peninsula Land Ltd
NAVSARI,Navsari Cotton & Silk Mills Ltd.,Navsari Cotton & Silk Mills Ltd
PASUSPG,Pasupati Spg. & Wvg. Mills Ltd.,Pasupati Spinning & Weaving Mills Ltd
PHOENIXLTD,The Phoenix Mills Ltd.,The Phoenix Mills Ltd
MARATHON,Marathon Nextgen Realty Ltd,Marathon Nextgen Realty Ltd
RAJABAH,Raja Bahadur International Ltd,Raja Bahadur International Ltd
RELCHEMQ,Reliance Chemotex Industries Ltd.,Reliance Chemotex Industries Ltd
RUBYMILLS,Ruby Mills Ltd.,Ruby Mills Ltd
SHREERAM,Shree Ram Urban Infrastructure Ltd,Shree Ram Urban infrastructure Ltd
SIMPLXREA,Simplex Realty Limited,Simplex Realty Ltd
SAMSPIN,Samrat Spinners Ltd.,Samrat Spinners Ltd
SUPERSYN,Super Syncotex (India) Ltd.,Super Syncotex India Ltd
SVDSIMI,Svadeshi Mills Co. Ltd,Svadeshi Mills Company Ltd
SWANCORP,Swan Corp Limited,Swan Corp Ltd
VICTMILL,Victoria Mills Ltd.,Victoria Mills Ltd
ZSVTRADI,S.V. Trading & Agencies Ltd.,SV Trading & Agencies Ltd
ZSVARAJT,Svaraj Trading & Agencies Ltd.,Svaraj Trading & Agencies Ltd
KSHITIJ,Kshitij Investments Ltd,Kshitij Investments Ltd
ZDOLPINV,Dolphin Investments Ltd.,Dolphin Investments Ltd
SHELLIN,Shell Infotech Ltd.,Shell Infotech Ltd
SALSAIN,Shree Salasar Investment Ltd.,Shree Salasar Investments Ltd
DHANLEELA,Dhanleela Investments & Trading Company Ltd,Dhanleela Investments & Trading Company Ltd
INDSOYA,Indsoya Limited,Indsoya Ltd
ZODIACVEN,Zodiac Ventures Limited,Zodiac Ventures Ltd
AEONIA,Aeonian Investments Co. Ltd.,Aeonian Investments Company Ltd
VEERENRGY,Veer Energy & Infrastructure Limited,Veer Energy & Infrastructure Ltd
SW1,SW Investments Limited,SW Investments Ltd
SHETYLSDM,"Shetty Leasing (India) Ltd.,",Shetty Leasing India Ltd
TILAK,Tilak Ventures Limited,Tilak Ventures Ltd
NEWCCRD,"New City Credit & Investment Ltd.,",New City Credit & Investment Ltd
ZMANOWIN,"Manoway Investments Ltd.,",Manoway Investments Ltd
KKFIN,K K Fincorp Limited,K K Fincorp Ltd
UNIJOLL,Unijolly Investments Co. Ltd.,Unijolly Investments Company Ltd
CMMQ,CMM Broadcasting Network Ltd.,CMM Broadcasting Network Ltd
WAGEND,Wagend Infra Venture Limited,Wagend Infra Venture Ltd
ZLIGHTHS,"Light House Investments Ltd.,",Light House Investment Ltd
GLMINEF,goldmine fintrade ltd,Goldmine Fintrade Ltd
ELCIDIN,Elcid Investments Ltd.,EL CID Investments Ltd
ZRAIINVE,"Rai Investments Ltd.,",Rai Investments Ltd
MEDIAONE,Mediaone Global Entertainment Limited,Mediaone Global Entertainment Ltd
HEALINV,Healthy Investments Ltd.,Healthy Investments Ltd
SAHARA,Sahara One Media And Entertainment Limited,Sahara One Media & Entertainment Ltd
SOLITIN,Solitaire Investments Co. Ltd.,Solitaire Investments Company Ltd
COBALIN,"Cobal Investments Co. Ltd.,",Cobal Investments Company Ltd
SHRENTI,Shreenath Investments Co. Ltd.,Shreenath Investment Company Ltd
GEODESIC,Geodesic  Ltd.,Geodesic Ltd
ZHARYCONDM,"Haryana Concast Ltd.,",ZHARYCONDM
BANSWRAS,Banswara Syntex Ltd.,Banswara Syntex Ltd
ZAMBISLK,Ambika Silk Mills Co. Ltd.,Ambika Silk Mills Company Ltd
BOMSILKDM,"Bombay Silk Mills Ltd.,",Bombay Silk Mills Ltd
GSLINDL,GSL (India)  Ltd.,GSL India Ltd
GRWRENY,Garware Nylons Ltd.,Garware Nylons Ltd
APR,APR Ltd.,APR Ltd
MODWOOL,Modella Woollens Ltd.,Modella Woollens Ltd
MODIPON,Modipon Ltd.,Modipon Ltd
NRC,NRC Limited,NRC Ltd
SHRUSYN,Shruti Synthetic Ltd.,Shruti Synthetics Ltd
DIGJAM,Digjam Ltd,Digjam Ltd
SHREESYN,Shree Synthetics Ltd.,Shree Synthetics Ltd
SHRIDINE,Shri Dinesh Mills Ltd.,Shri Dinesh Mills Ltd
SRF,SRF Ltd.,SRF Ltd
SIYSIL,Siyaram Silk Mills Ltd.,Siyaram Silk Mills Ltd
SWADPOL,Swadeshi Polytex Ltd.,Swadeshi Polytex Ltd
BIRLATR,Birla Transasia Carpets Ltd.,Birla Transasia Carpets Ltd
KAREEMS,Kareems Silk International Ltd.,Kareems Silk International Ltd
FOMEHOT,Fomento Resorts & Hotels Ltd.,Fomento Resorts & Hotels Ltd
SHRAJSYNQ,Shree Rajasthan Syntex Ltd.,Shree Rajasthan Syntex Ltd
HAMSTAL,Hamco Steels & Alloys Ltd,HAMCO Steels & Alloys Ltd
JAINSPN,"Jain Spinners Ltd.,",Jain Spinners Ltd
SUPERSP,Siddhartha Super Spinning Mills Ltd,Siddhartha Super Spinning Mills Ltd
JAIPURPO,"Jaipur Polyspin Ltd.,",Jaipur Polyspin Ltd
SHRMFGC,Shree Manufacturing Co. Ltd.,Shree Manufacturing Company Ltd
PRIYADSP,Priyadarshini Spinning Mills Ltd.,Priyadarshini Spinning Mills Ltd
TRPATFB,Tirupati Fibres & Industries Ltd.,Tirupati Fibres & Industries Ltd
ORNTSYN,Orient Syntex Ltd.,Orient Syntex Ltd
HINDSYNTEX,Hind Syntex Ltd.,Hind Syntex Ltd
ZSATYASL,Satyam Silk Mills Ltd,Satyam Silk Mills Ltd
ARIHANTIND,Arihant Industries  Ltd.,Arihant Industries Ltd
OXEM BAP,Oxemberg Apparels Ltd.,Oxemberg Apparels Ltd
ASIANELEC,Asian Electronics Ltd.,Asian Electronics Ltd
BAROELE,Baroda Electric Meters Ltd.,Baroda Electric Meters Ltd
BBL,Bharat Bijlee Ltd.,Bharat Bijlee Ltd
CTRMFG,CTR Manufacturing Industries Ltd.,CTR Manufacturing Industries Ltd
DEVINDL,Devidayal Industries Ltd,Devidayal Industries Ltd
ZDIGIELE,Digital Electronics Ltd.,Digital Electronics Ltd
EDDYCUR,Eddy Current Controls (I) Ltd.,Eddy Current Controls India Ltd
ELPROINTL,Elpro International Ltd.,Elpro International Ltd
EMCO,EMCO Ltd.,Emco Ltd
GEE,GEE Ltd.,GEE Ltd
GLOBACT,Globe Active technologies Ltd.,Globe Active Technologies Ltd
HIRECT,Hind Rectifiers Ltd.,Hind Rectifiers Ltd
NIPPOBATRY,Indo National Limited,Indo National Ltd
INDSCBL,Industrial Cables (India) Ltd.,Industrial Cables India Ltd
ZENSARTECH,Zensar Technologies Ltd.,Zensar Technologies Ltd
JEMINDU,JEM Industries Ltd.,JEM Industries Ltd
JYOTI,Jyoti Ltd.,Jyoti Ltd
JSLINDL,JSL Industries Ltd.,JSL Industries Ltd
KAYCEEI,Kaycee Industries Ltd.,Kaycee Industries Ltd
KHNDHER,Khandelwal Hermann Electronics Ltd.,Khandelwal Herman Electronics Ltd
INDOKEM,Indokem Ltd,Indokem Ltd
PANAENERG,Panasonic Energy India Co. Ltd.,Panasonic Energy India Company Ltd
MLTRNSM,"Meltron Semiconductors Ltd.,",Meltron Semiconductors Ltd
NELCO,Nelco Ltd,Nelco Ltd
OTISEDM,"Otis Elevator Co. (India) Ltd.,",OTIS Elevator Company (India) Ltd
PERMAGN,Permanent Magnets Ltd.,Permanent Magnets Ltd
HIGHENE,High Energy Batteries (India) Ltd.,High Energy Batteries India Ltd
STDBAT,Standard Batteries Ltd.,Standard Batteries Ltd
SYLVAEL,"Sylvania & Laxman Ltd.,",Sylvania & Laxman Ltd
TRANELE,Transformers & Electricals Kerala L,Transformers & Electricals kerala Ltd
UNIVCABLES,Universal Cables Ltd.,Universal Cables Ltd
WSI,W.S. Industries (India) Ltd.,W. S. Industries (India) Ltd
WILLARD,Willard India Ltd.,Willard India Ltd
DLTNCBL,Delton Cables Ltd.,Delton Cables Ltd
GENELEC,Genelec Ltd.,Genelec Ltd
ELCTRA,"Electra (India) Ltd.,",Electra (India) Ltd
FCIOEN,FCI OEN Connectors Ltd.,FCI OEN Connectors Ltd
SAHAKEI,"Saha Keil Ltd.,",Saha Keil Ltd
DELTRON,Deltron Ltd,Deltron Ltd
LAKSELEC,Lakshmi Electrical Control Systems,Lakshmi Electrical Control Systems Ltd
KHAITANELE,Khaitan Electricals Ltd,Khaitan Electricals Ltd
MODULEX,MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,Modulex Construction Technologies Ltd
WESTELE,"Weston Electroniks Ltd.,",Weston Electroniks Ltd
PUALIDM,"Punjab Anand Lamp Industries Ltd.,",Punjab Anand Lamp Industries Ltd
DELTAMAGNT,DELTA MANUFACTURING LIMITED,Delta Manufacturing Ltd
POLARIND,Polar Industries Ltd,Polar Industries Ltd
TATAINFOTE,Tata Infotech Limited.,Tata Infotech Ltd
KARWELD,"Karnataka Welding Products Ltd.,",Karnataka Welding Products Ltd
PAZEL,PAZEL INTERNATIONAL LIMITED,Pazel International Ltd
